kmer	kmer_behaviour	flk_dist	fwdk_gen_count	revk_gen_count	fwdk_0gen_prop	revk_0gen_prop	fwdk_1gen_prop	revk_1gen_prop	fwdk_0gen_count	revk_0gen_count	fwdk_1gen_count	revk_1gen_count	fwdk_0gen_med	fwdk_0gen_sd	revk_0gen_med	revk_0gen_sd	fwdk_1gen_med	fwdk_1gen_sd	revk_1gen_med	revk_1gen_sd
kmer1010	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	21544	0.212755238195914	NA	NA	21544	0.47401042522551	NA	NA
kmer1011	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	22085	304.284727619696	NA	NA	22085	0.47401042522551	NA	NA
kmer1012	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	21951	0.618756931531815	NA	NA	21951	0.47401042522551
kmer1013	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	21502	0.212755238195914	NA	NA	21502	0.47401042522551	NA	NA
kmer1014	intactk_noN	NA	299	169	0.723	0.277	0.485	0.515	219	84	80	85	991812	22884.2701895776	3083662	55332.5551871579	991814.5	16857.4496380117	3062695	9128.92215550601
kmer1015	intactk_noN	NA	299	169	0.723	0.277	0.485	0.515	219	84	80	85	991812	22884.2701895776	3083662	55332.5551871579	991814.5	16857.4496380117	3062695	9128.92215550601
kmer1016	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	24880	304.284727619696	NA	NA	24880	0.47401042522551	NA	NA
kmer1017	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	23069	304.284727619696	NA	NA	23069	0.47401042522551
kmer1018	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	23576	304.284727619696	NA	NA	23576	0.47401042522551
kmer1019	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	22883	304.284727619696	NA	NA	22883	0.47401042522551
kmer102	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	25293	304.284727619696	NA	NA	25293	0.47401042522551	NA	NA
kmer1022	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	25966	304.285809291802	NA	NA	25966	0.47401042522551
kmer1023	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	23142	304.284727619696	NA	NA	23142	0.47401042522551	NA	NA
kmer1024	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	25518	304.284727619696	NA	NA	25518	0.47401042522551	NA	NA
kmer1025	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	26435	304.285809291802	NA	NA	26435	0.47401042522551
kmer1026	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	22517	304.284727619696	NA	NA	22517	0.47401042522551
kmer1027	intactk_noN	NA	0	468	0	1	0	1	0	303	0	165	NA	NA	21855	0.212755238195914	NA	NA	21855	0.47401042522551
kmer1028	intactk_noN	NA	468	0	1	0	1	0	303	0	165	0	26208	304.285809291802	NA	NA	26208	0.47401042522551	NA	NA
